NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)
SRGAP2D	1	SRGAP2D
SRGAP3	1	SRGAP3
SRGN	1	SRGN
SRI	1	SRI
SRM	1	SRM
SRP14	1	SRP14
SRP14-DT	1	SRP14-AS1
SRP54	1	SRP54
SRP54-AS1	1	SRP54-AS1
SRP68	1	SRP68
SRP72	1	SRP72
SRP9	1	SRP9
SRPK1	1	SRPK1
SRPK2	1	SRPK2
SRPRA	1	SRPRA
SRPRB	1	SRPRB
SRPX	1	SRPX
SRPX2	1	SRPX2
SRR	1	SRR
SRRM1	1	SRRM1
SRRM2	1	SRRM2
SRRM2-AS1	1	SRRM2-AS1
SRRM3	1	SRRM3
SRRM5	1	SRRM5
SRRT	1	SRRT
SRSF1	1	SRSF1
SRSF10	1	SRSF10
SRSF11	1	SRSF11
SRSF12	1	SRSF12
SRSF2	1	SRSF2
SRSF3	1	SRSF3
SRSF4	1	SRSF4
SRSF5	1	SRSF5
SRSF6	1	SRSF6
SRSF7	1	SRSF7
SRSF8	1	SRSF8
SRSF9	1	SRSF9
SRXN1	1	SRXN1
SS18	1	SS18
SS18L1	1	SS18L1
SS18L2	1	SS18L2
SSB	1	SSB
SSBP1	1	SSBP1
SSBP2	1	SSBP2
SSBP3	1	SSBP3
SSBP4	1	SSBP4
SSC4D	1	SSC4D
SSC5D	1	SSC5D
SSH1	1	SSH1
SSH2	1	SSH2
SSH3	1	SSH3
SSNA1	1	SSNA1
SSPN	1	SSPN
SSPOP	1	SSPO
SSR1	1	SSR1
SSR2	1	SSR2
SSR3	1	SSR3
SSR4	1	SSR4
SSR4P1	1	SSR4P1
SSRP1	1	SSRP1
SSTR1	1	SSTR1
SSU72	1	SSU72
SSX2IP	1	SSX2IP
ST13	1	ST13
ST13P4	1	ST13P4
ST20	1	ST20
ST20-AS1	1	ST20-AS1
ST20-MTHFS	1	ST20-MTHFS
ST3GAL1	1	ST3GAL1
ST3GAL2	1	ST3GAL2
ST3GAL3	1	ST3GAL3
ST3GAL4	1	ST3GAL4
ST3GAL5	1	ST3GAL5
ST3GAL5-AS1	1	ST3GAL5-AS1
ST3GAL6	1	ST3GAL6
ST6GAL1	1	ST6GAL1
ST6GALNAC2	1	ST6GALNAC2
ST6GALNAC3	1	ST6GALNAC3
ST6GALNAC4	1	ST6GALNAC4
ST6GALNAC5	1	ST6GALNAC5
ST6GALNAC6	1	ST6GALNAC6
ST7	1	ST7
ST7-AS1	1	ST7-AS1
ST7-OT4	1	ST7-OT4
ST7L	1	ST7L
ST8SIA1	1	ST8SIA1
ST8SIA6-AS1	1	ST8SIA6-AS1
STAC	1	STAC
STAC2	1	STAC2
STAC3	1	STAC3
STAG1	1	STAG1
STAG2	1	STAG2
STAG3	1	STAG3
STAG3L1	1	STAG3L1
STAG3L2	1	STAG3L2
STAG3L4	1	STAG3L4
STAG3L5P	1	STAG3L5P
STAG3L5P-PVRIG2P-PILRB	1	STAG3L5P-PVRIG2P-PILRB
STAM	1	STAM
STAM-DT	1	STAM-AS1
STAM2	1	STAM2
STAMBP	1	STAMBP
STAMBPL1	1	STAMBPL1
STAP2	1	STAP2
STAR	1	STAR
STARD10	1	STARD10
STARD13	1	STARD13
STARD3	1	STARD3
STARD3NL	1	STARD3NL
STARD4	1	STARD4
STARD4-AS1	1	STARD4-AS1
STARD5	1	STARD5
STARD7	1	STARD7
STARD7-AS1	1	STARD7-AS1
STARD8	1	STARD8
STARD9	1	STARD9
STAT1	1	STAT1
STAT2	1	STAT2
STAT3	1	STAT3
STAT4	1	STAT4
STAT5A	1	STAT5A
STAT5B	1	STAT5B
STAT6	1	STAT6
STAU1	1	STAU1
STAU2	1	STAU2
STBD1	1	STBD1
STC1	1	STC1
STC2	1	STC2
STEAP1	1	STEAP1
STEAP1B	1	STEAP1B
STEAP2	1	STEAP2
STEAP3	1	STEAP3
STEAP3-AS1	1	STEAP3-AS1
STEAP4	1	STEAP4
STEEP1	1	CXorf56
STIL	1	STIL
STIM1	1	STIM1
STIM2	1	STIM2
STIMATE	1	STIMATE
STING1	1	TMEM173
STIP1	1	STIP1
STK10	1	STK10
STK11	1	STK11
STK11IP	1	STK11IP
STK16	1	STK16
STK17A	1	STK17A
STK17B	1	STK17B
STK19	1	STK19
STK24	1	STK24
STK24-AS1	1	STK24-AS1
STK25	1	STK25
STK26	1	STK26
STK3	1	STK3
STK32A	1	STK32A
STK32B	1	STK32B
STK32C	1	STK32C
STK33	1	STK33
STK35	1	STK35
STK36	1	STK36
STK38	1	STK38
STK38L	1	STK38L
STK39	1	STK39
STK4	1	STK4
STK4-DT	1	STK4-AS1
STK40	1	STK40
STKLD1	1	STKLD1
STMN1	1	STMN1
STMN2	1	STMN2
STMN3	1	STMN3
STMP1	1	STMP1
STN1	1	STN1
STOM	1	STOM
STOML2	1	STOML2
STON1	1	STON1
STON2	1	STON2
STOX1	1	STOX1
STOX2	1	STOX2
STPG1	1	STPG1
STPG3-AS1	1	STPG3-AS1
STRA6	1	STRA6
STRADB	1	STRADB
STRAP	1	STRAP
STRBP	1	STRBP
STRIP1	1	STRIP1
STRIP2	1	STRIP2
STRN	1	STRN
STRN3	1	STRN3
STRN4	1	STRN4
STS	1	STS
STT3A	1	STT3A
STT3B	1	STT3B
STUB1	1	STUB1
STX10	1	STX10
STX11	1	STX11
STX12	1	STX12
STX16	1	STX16
STX16-NPEPL1	1	STX16-NPEPL1
STX17	1	STX17
STX18	1	STX18
STX18-AS1	1	STX18-AS1
STX1A	1	STX1A
STX1B	1	STX1B
STX2	1	STX2
STX3	1	STX3
STX4	1	STX4
STX5	1	STX5
STX5-DT	1	LOC105369332
STX6	1	STX6
STX7	1	STX7
STXBP1	1	STXBP1
STXBP2	1	STXBP2
STXBP3	1	STXBP3
STXBP4	1	STXBP4
STXBP5	1	STXBP5
STXBP5-AS1	1	STXBP5-AS1
STXBP6	1	STXBP6
STYK1	1	STYK1
STYX	1	STYX
STYXL1	1	STYXL1
SUB1	1	SUB1
SUCLA2	1	SUCLA2
SUCLG1	1	SUCLG1
SUCLG2	1	SUCLG2
SUCLG2-DT	1	SUCLG2-AS1
SUCO	1	SUCO
SUDS3	1	SUDS3
SUFU	1	SUFU
SUGCT	1	SUGCT
SUGP1	1	SUGP1
SUGP2	1	SUGP2
SUGT1	1	SUGT1
SUGT1P1	1	SUGT1P1
SUGT1P4-STRA6LP	1	SUGT1P4-STRA6LP
SULF1	1	SULF1
SULF2	1	SULF2
SULT1A1	1	SULT1A1
SULT1A2	1	SULT1A2
SULT1B1	1	SULT1B1
SUMF2	1	SUMF2
SUMO1	1	SUMO1
SUMO1P3	1	SUMO1P3
SUMO2	1	SUMO2
SUMO2P17	1	LOC105371814
SUMO3	1	SUMO3
SUN1	1	SUN1
SUN2	1	SUN2
SUOX	1	SUOX
SUPT16H	1	SUPT16H
SUPT20H	1	SUPT20H
SUPT3H	1	SUPT3H
SUPT4H1	1	SUPT4H1
SUPT5H	1	SUPT5H
SUPT6H	1	SUPT6H
SUPT7L	1	SUPT7L
SUPV3L1	1	SUPV3L1
SURF1	1	SURF1
SURF4	1	SURF4
SURF6	1	SURF6
SUSD1	1	SUSD1
SUSD2	1	SUSD2
SUSD3	1	SUSD3
SUSD5	1	SUSD5
SUSD6	1	SUSD6
SUV39H1	1	SUV39H1
SUV39H2	1	SUV39H2
SUZ12	1	SUZ12
SUZ12P1	1	SUZ12P1
SV2A	1	SV2A
SVBP	1	SVBP
SVEP1	1	SVEP1
SVIL	1	SVIL
SVIL-AS1	1	SVIL-AS1
SVIL2P	1	SVIL2P
SVIP	1	SVIP
SWAP70	1	SWAP70
SWI5	1	SWI5
SWINGN	1	LINC00565
SWSAP1	1	SWSAP1
SWT1	1	SWT1
SYAP1	1	SYAP1
SYBU	1	SYBU
SYCE1L	1	SYCE1L
SYCE2	1	SYCE2
SYCP2	1	SYCP2
SYCP2L	1	SYCP2L
SYDE1	1	SYDE1
SYDE2	1	SYDE2
SYF2	1	SYF2
SYMPK	1	SYMPK
SYN1	1	SYN1
SYN2	1	SYN2
SYNC	1	SYNC
SYNCRIP	1	SYNCRIP
SYNDIG1	1	SYNDIG1
SYNE1	1	SYNE1
SYNE2	1	SYNE2
SYNE3	1	SYNE3
SYNE4	1	SYNE4
SYNGAP1	1	SYNGAP1
SYNGR1	1	SYNGR1
SYNGR2	1	SYNGR2
SYNGR3	1	SYNGR3
SYNJ1	1	SYNJ1
SYNJ2	1	SYNJ2
SYNJ2BP	1	SYNJ2BP
SYNM	1	SYNM
SYNPO	1	SYNPO
SYNPO2	1	SYNPO2
SYNRG	1	SYNRG
SYP	1	SYP
SYPL1	1	SYPL1
SYPL2	1	SYPL2
SYS1	1	SYS1
SYT11	1	SYT11
SYT12	1	SYT12
SYT15	1	SYT15
SYT15-AS1	1	LOC101927699
SYT17	1	SYT17
SYT7	1	SYT7
SYT9-AS1	1	LOC100506258
SYTL2	1	SYTL2
SYTL3	1	SYTL3
SYTL4	1	SYTL4
SYTL5	1	SYTL5
SYVN1	1	SYVN1
SZRD1	1	SZRD1
SZT2	1	SZT2
TAB1	1	TAB1
TAB2	1	TAB2
TAB3	1	TAB3
TAC1	1	TAC1
TACC1	1	TACC1
TACC2	1	TACC2
TACC3	1	TACC3
TACO1	1	TACO1
TACR1	1	TACR1
TACR2	1	TACR2
TADA1	1	TADA1
TADA2A	1	TADA2A
TADA3	1	TADA3
TAF1	1	TAF1
TAF10	1	TAF10
TAF11	1	TAF11
TAF12	1	TAF12
TAF12-DT	1	LINC01715
TAF13	1	TAF13
TAF15	1	TAF15
TAF1A	1	TAF1A
TAF1A-AS1	1	TAF1A-AS1
TAF1B	1	TAF1B
TAF1C	1	TAF1C
TAF1D	1	TAF1D
TAF2	1	TAF2
TAF3	1	TAF3
TAF4	1	TAF4
TAF4B	1	TAF4B
TAF5	1	TAF5
TAF5L	1	TAF5L
TAF6	1	TAF6
TAF6L	1	TAF6L
TAF7	1	TAF7
TAF7L	1	TAF7L
TAF8	1	TAF8
TAF9	1	TAF9
TAF9B	1	TAF9B
TAFA2	1	FAM19A2
TAFA5	1	FAM19A5
TAFAZZIN	1	TAZ
TAGLN	1	TAGLN
TAGLN2	1	TAGLN2
TAGLN3	1	TAGLN3
TALAM1	1	TALAM1
TALDO1	1	TALDO1
TAMALIN	1	GRASP
TAMM41	1	TAMM41
TANC1	1	TANC1
TANC2	1	TANC2
TANGO2	1	TANGO2
TANGO6	1	TANGO6
TANK	1	TANK
TAOK1	1	TAOK1
TAOK2	1	TAOK2
TAOK3	1	TAOK3
TAP1	1	TAP1
TAP2	1	TAP2
TAPBP	1	TAPBP
TAPBPL	1	TAPBPL
TAPT1	1	TAPT1
TAPT1-AS1	1	TAPT1-AS1
TARBP1	1	TARBP1
TARBP2	1	TARBP2
TARDBP	1	TARDBP
TARS1	1	TARS
TARS2	1	TARS2
TARS3	1	TARSL2
TAS1R3	1	TAS1R3
TAS2R10	1	TAS2R10
TAS2R14	1	TAS2R14
TAS2R19	1	TAS2R19
TAS2R20	1	TAS2R20
TAS2R3	1	TAS2R3
TAS2R31	1	TAS2R31
TAS2R4	1	TAS2R4
TAS2R5	1	TAS2R5
TASOR	1	FAM208A
TASOR2	1	FAM208B
TASP1	1	TASP1
TATDN1	1	TATDN1
TATDN2	1	TATDN2
TATDN3	1	TATDN3
TAX1BP1	1	TAX1BP1
TBC1D1	1	TBC1D1
TBC1D10A	1	TBC1D10A
TBC1D12	1	TBC1D12
TBC1D13	1	TBC1D13
TBC1D14	1	TBC1D14
TBC1D15	1	TBC1D15
TBC1D16	1	TBC1D16
TBC1D17	1	TBC1D17
TBC1D19	1	TBC1D19
TBC1D2	1	TBC1D2
TBC1D20	1	TBC1D20
TBC1D22A	1	TBC1D22A
TBC1D22B	1	TBC1D22B
TBC1D23	1	TBC1D23
TBC1D24	1	TBC1D24
TBC1D25	1	TBC1D25
TBC1D2B	1	TBC1D2B
TBC1D30	1	TBC1D30
TBC1D31	1	TBC1D31
TBC1D32	1	TBC1D32
TBC1D3P1-DHX40P1	1	TBC1D3P1-DHX40P1
TBC1D4	1	TBC1D4
TBC1D5	1	TBC1D5
TBC1D7	1	TBC1D7
TBC1D8	1	TBC1D8
TBC1D8-AS1	1	TBC1D8-AS1
TBC1D8B	1	TBC1D8B
TBC1D9B	1	TBC1D9B
TBCA	1	TBCA
TBCB	1	TBCB
TBCC	1	TBCC
TBCCD1	1	TBCCD1
TBCD	1	TBCD
TBCE	1	TBCE
TBCEL	1	TBCEL
TBCK	1	TBCK
TBILA	1	TBILA
TBK1	1	TBK1
TBKBP1	1	TBKBP1
TBL1X	1	TBL1X
TBL1XR1	1	TBL1XR1
TBL2	1	TBL2
TBL3	1	TBL3
TBP	1	TBP
TBPL1	1	TBPL1
TBRG4	1	TBRG4
TBX1	1	TBX1
TBX15	1	TBX15
TBX18	1	TBX18
TBX19	1	TBX19
TBX2	1	TBX2
TBX2-AS1	1	TBX2-AS1
TBX3	1	TBX3
TBX6	1	TBX6
TBXA2R	1	TBXA2R
TBXAS1	1	TBXAS1
TC2N	1	TC2N
TCAF1	1	TCAF1
TCAF2	1	TCAF2
TCAIM	1	TCAIM
TCAP	1	TCAP
TCEA1	1	TCEA1
TCEA2	1	TCEA2
TCEA3	1	TCEA3
TCEAL1	1	TCEAL1
TCEAL3	1	TCEAL3
TCEAL4	1	TCEAL4
TCEAL7	1	TCEAL7
TCEAL8	1	TCEAL8
TCEAL9	1	TCEAL9
TCEANC	1	TCEANC
TCEANC2	1	TCEANC2
TCERG1	1	TCERG1
TCF12	1	TCF12
TCF12-DT	1	LOC145783
TCF19	1	TCF19
TCF20	1	TCF20
TCF3	1	TCF3
TCF4	1	TCF4
TCF7	1	TCF7
TCF7L1	1	TCF7L1
TCF7L2	1	TCF7L2
TCFL5	1	TCFL5
TCHP	1	TCHP
TCIM	1	TCIM
TCIRG1	1	TCIRG1
TCN2	1	TCN2
TCOF1	1	TCOF1
TCP1	1	TCP1
TCP11	1	TCP11
TCP11L1	1	TCP11L1
TCP11L2	1	TCP11L2
TCTA	1	TCTA
TCTN1	1	TCTN1
TCTN2	1	TCTN2
TCTN3	1	TCTN3
TDG	1	TDG
TDO2	1	TDO2
TDP1	1	TDP1
TDP2	1	TDP2
TDRD1	1	TDRD1
TDRD3	1	TDRD3
TDRD6	1	TDRD6
TDRD7	1	TDRD7
TDRKH	1	TDRKH
TDRKH-AS1	1	TDRKH-AS1
TDRP	1	TDRP
TEAD1	1	TEAD1
TEAD2	1	TEAD2
TEAD3	1	TEAD3
TEAD4	1	TEAD4
TEC	1	TEC
TECPR1	1	TECPR1
TECPR2	1	TECPR2
TECR	1	TECR
TECTA	1	TECTA
TEDC1	1	TEDC1
TEDC2	1	TEDC2
TEF	1	TEF
TEFM	1	TEFM
TEK	1	TEK
TEKT3	1	TEKT3
TEKT4P2	1	TEKT4P2
TEKTIP1	1	C19orf71
TELO2	1	TELO2
TENM2	1	TENM2
TENM3	1	TENM3
TENM3-AS1	1	LOC90768
TENM4	1	TENM4
TENT2	1	TENT2
TENT4A	1	TENT4A
TENT4B	1	TENT4B
TENT5A	1	TENT5A
TENT5B	1	TENT5B
TENT5C	1	TENT5C
TEP1	1	TEP1
TEPSIN	1	TEPSIN
TERF1	1	TERF1
TERF2	1	TERF2
TERF2IP	1	TERF2IP
TES	1	TES
TESK1	1	TESK1
TESK2	1	TESK2
TET1	1	TET1
TET2	1	TET2
TET3	1	TET3
TEX10	1	TEX10
TEX14	1	TEX14
TEX15	1	TEX15
TEX2	1	TEX2
TEX21P	1	TEX21P
TEX22	1	TEX22
TEX261	1	TEX261
TEX264	1	TEX264
TEX29	1	TEX29
TEX30	1	TEX30
TEX41	1	TEX41
TEX9	1	TEX9
TF	1	TF
TFAM	1	TFAM
TFAP2A	1	TFAP2A
TFAP2A-AS1	1	TFAP2A-AS1
TFAP2A-AS2	1	TFAP2A-AS2
TFAP2B	1	TFAP2B
TFAP2E	1	TFAP2E
TFAP4	1	TFAP4
TFB2M	1	TFB2M
TFCP2	1	TFCP2
TFDP1	1	TFDP1
TFDP2	1	TFDP2
TFE3	1	TFE3
TFEB	1	TFEB
TFEC	1	TFEC
TFG	1	TFG
TFIP11	1	TFIP11
TFIP11-DT	1	LOC100507599
TFPI	1	TFPI
TFPI2	1	TFPI2
TFPT	1	TFPT
TFRC	1	TFRC
TG	1	TG
TGDS	1	TGDS
TGFB1	1	TGFB1
TGFB1I1	1	TGFB1I1
TGFB2	1	TGFB2
TGFB3	1	TGFB3
TGFBI	1	TGFBI
TGFBR1	1	TGFBR1
TGFBR2	1	TGFBR2
TGFBR3	1	TGFBR3
TGFBR3L	1	TGFBR3L
TGFBRAP1	1	TGFBRAP1
TGIF1	1	TGIF1
TGIF2	1	TGIF2
TGM1	1	TGM1
TGM2	1	TGM2
TGOLN2	1	TGOLN2
TGS1	1	TGS1
TH2LCRR	1	TH2LCRR
THADA	1	THADA
THAP1	1	THAP1
THAP10	1	THAP10
THAP11	1	THAP11
THAP12	1	THAP12
THAP2	1	THAP2
THAP3	1	THAP3
THAP4	1	THAP4
THAP5	1	THAP5
THAP6	1	THAP6
THAP7-AS1	1	THAP7-AS1
THAP8	1	THAP8
THAP9	1	THAP9
THAP9-AS1	1	THAP9-AS1
THBD	1	THBD
THBS1	1	THBS1
THBS2	1	THBS2
THBS2-AS1	1	LOC101929523
THBS3	1	THBS3
THBS4	1	THBS4
THEGL	1	THEGL
THEM4	1	THEM4
THEM6	1	THEM6
THEMIS2	1	THEMIS2
THG1L	1	THG1L
THNSL1	1	THNSL1
THNSL2	1	THNSL2
THOC1	1	THOC1
THOC2	1	THOC2
THOC3	1	THOC3
THOC5	1	THOC5
THOC6	1	THOC6
THOC7	1	THOC7
THOP1	1	THOP1
THPO	1	THPO
THRA	1	THRA
THRAP3	1	THRAP3
THRB	1	THRB
THRB-AS1	1	THRB-AS1
THSD1	1	THSD1
THSD4	1	THSD4
THSD7B	1	THSD7B
THTPA	1	THTPA
THUMPD1	1	THUMPD1
THUMPD2	1	THUMPD2
THUMPD3	1	THUMPD3
THUMPD3-AS1	1	THUMPD3-AS1
THY1	1	THY1
THYN1	1	THYN1
TIA1	1	TIA1
TIAL1	1	TIAL1
TIAM1	1	TIAM1
TIAM2	1	TIAM2
TICAM1	1	TICAM1
TICAM2	1	TICAM2
TICAM2-AS1	1	LOC101927100
TICRR	1	TICRR
TIFA	1	TIFA
TIGAR	1	TIGAR
TIGD1	1	TIGD1
TIGD2	1	TIGD2
TIGD4	1	TIGD4
TIGD5	1	TIGD5
TIGD6	1	TIGD6
TIGD7	1	TIGD7
TIMELESS	1	TIMELESS
TIMM10	1	TIMM10
TIMM10B	1	TIMM10B
TIMM13	1	TIMM13
TIMM17A	1	TIMM17A
TIMM17B	1	TIMM17B
TIMM21	1	TIMM21
TIMM22	1	TIMM22
TIMM23	1	TIMM23
TIMM23B	1	TIMM23B
TIMM29	1	TIMM29
TIMM44	1	TIMM44
TIMM50	1	TIMM50
TIMM8A	1	TIMM8A
TIMM9	1	TIMM9
TIMMDC1	1	TIMMDC1
TIMP1	1	TIMP1
TIMP2	1	TIMP2
TIMP3	1	TIMP3
TIMP4	1	TIMP4
TINAGL1	1	TINAGL1
TINCR	1	TINCR
TINF2	1	TINF2
TIPARP	1	TIPARP
TIPARP-AS1	1	TIPARP-AS1
TIPIN	1	TIPIN
TIPRL	1	TIPRL
TIRAP	1	TIRAP
TJAP1	1	TJAP1
TJP1	1	TJP1
TJP2	1	TJP2
TK1	1	TK1
TK2	1	TK2
TKFC	1	TKFC
TKT	1	TKT
TLCD1	1	TLCD1
TLCD2	1	TLCD2
TLCD3A	1	FAM57A
TLCD4	1	TMEM56
TLCD4-RWDD3	1	TMEM56-RWDD3
TLCD5	1	TMEM136
TLDC2	1	TLDC2
TLE1	1	TLE1
TLE2	1	TLE2
TLE3	1	TLE3
TLE4	1	TLE4
TLE5	1	AES
TLE6	1	TLE6
TLK1	1	TLK1
TLK2	1	TLK2
TLL2	1	TLL2
TLN1	1	TLN1
TLN2	1	TLN2
TLNRD1	1	TLNRD1
TLR1	1	TLR1
TLR2	1	TLR2
TLR3	1	TLR3
TLR4	1	TLR4
TLR5	1	TLR5
TLR6	1	TLR6
TLR9	1	TLR9
TM2D1	1	TM2D1
TM2D2	1	TM2D2
TM2D3	1	TM2D3
TM4SF1	1	TM4SF1
TM4SF1-AS1	1	TM4SF1-AS1
TM4SF18	1	TM4SF18
TM4SF19-AS1	1	TM4SF19-AS1
TM4SF20	1	TM4SF20
TM4SF4	1	TM4SF4
TM6SF2	1	TM6SF2
TM7SF2	1	TM7SF2
TM7SF3	1	TM7SF3
TM9SF1	1	TM9SF1
TM9SF3	1	TM9SF3
TM9SF4	1	TM9SF4
TMA16	1	TMA16
TMA7	1	TMA7
TMBIM1	1	TMBIM1
TMBIM4	1	TMBIM4
TMC3-AS1	1	TMC3-AS1
TMC4	1	TMC4
TMC6	1	TMC6
TMC7	1	TMC7
TMCC1-DT	1	TMCC1-AS1
TMCC2	1	TMCC2
TMCC3	1	TMCC3
TMCO1	1	TMCO1
TMCO1-AS1	1	LOC100147773
TMCO3	1	TMCO3
TMCO4	1	TMCO4
TMCO6	1	TMCO6
TMED1	1	TMED1
TMED10	1	TMED10
TMED10P1	1	TMED10P1
TMED2	1	TMED2
TMED2-DT	1	LOC101927415
TMED3	1	TMED3
TMED4	1	TMED4
TMED5	1	TMED5
TMED6	1	TMED6
TMED7	1	TMED7
TMED9	1	TMED9
TMEM100	1	TMEM100
TMEM101	1	TMEM101
TMEM102	1	TMEM102
TMEM104	1	TMEM104
TMEM106A	1	TMEM106A
TMEM106B	1	TMEM106B
TMEM106C	1	TMEM106C
TMEM107	1	TMEM107
TMEM109	1	TMEM109
TMEM11	1	TMEM11
TMEM115	1	TMEM115
TMEM116	1	TMEM116
TMEM117	1	TMEM117
TMEM119	1	TMEM119
TMEM120A	1	TMEM120A
TMEM120B	1	TMEM120B
TMEM121	1	TMEM121
TMEM121B	1	TMEM121B
TMEM123	1	TMEM123
TMEM123-DT	1	LOC101928424
TMEM126A	1	TMEM126A
TMEM126B	1	TMEM126B
TMEM127	1	TMEM127
TMEM128	1	TMEM128
TMEM129	1	TMEM129
TMEM130	1	TMEM130
TMEM131	1	TMEM131
TMEM131L	1	TMEM131L
TMEM132A	1	TMEM132A
TMEM132B	1	TMEM132B
TMEM134	1	TMEM134
TMEM135	1	TMEM135
TMEM138	1	TMEM138
TMEM140	1	TMEM140
TMEM141	1	TMEM141
TMEM143	1	TMEM143
TMEM144	1	TMEM144
TMEM147	1	TMEM147
TMEM147-AS1	1	TMEM147-AS1
TMEM14A	1	TMEM14A
TMEM14B	1	TMEM14B
TMEM14C	1	TMEM14C
TMEM150A	1	TMEM150A
TMEM150C	1	TMEM150C
TMEM151A	1	TMEM151A
TMEM154	1	TMEM154
TMEM158	1	TMEM158
TMEM160	1	TMEM160
TMEM161A	1	TMEM161A
TMEM161B	1	TMEM161B
TMEM161B-DT	1	TMEM161B-AS1
TMEM164	1	TMEM164
TMEM165	1	TMEM165
TMEM167A	1	TMEM167A
TMEM167B	1	TMEM167B
TMEM168	1	TMEM168
TMEM169	1	TMEM169
TMEM17	1	TMEM17
TMEM170A	1	TMEM170A
TMEM170B	1	TMEM170B
TMEM171	1	TMEM171
TMEM175	1	TMEM175
TMEM176B	1	TMEM176B
TMEM177	1	TMEM177
TMEM178A	1	TMEM178A
TMEM178B	1	TMEM178B
TMEM179	1	TMEM179
TMEM179B	1	TMEM179B
TMEM18	1	TMEM18
TMEM182	1	TMEM182
TMEM183A	1	TMEM183A
TMEM184B	1	TMEM184B
TMEM184C	1	TMEM184C
TMEM185A	1	TMEM185A
TMEM185B	1	TMEM185B
TMEM186	1	TMEM186
TMEM187	1	TMEM187
TMEM19	1	TMEM19
TMEM190	1	TMEM190
TMEM191A	1	TMEM191A
TMEM191C	1	TMEM191C
TMEM192	1	TMEM192
TMEM198	1	TMEM198
TMEM198B	1	TMEM198B
TMEM199	1	TMEM199
TMEM200A	1	TMEM200A
TMEM200B	1	TMEM200B
TMEM201	1	TMEM201
TMEM202-AS1	1	TMEM202-AS1
TMEM203	1	TMEM203
TMEM204	1	TMEM204
TMEM205	1	TMEM205
TMEM208	1	TMEM208
TMEM209	1	TMEM209
TMEM214	1	TMEM214
TMEM216	1	TMEM216
TMEM217	1	TMEM217
TMEM218	1	TMEM218
TMEM219	1	TMEM219
TMEM220	1	TMEM220
TMEM220-AS1	1	TMEM220-AS1
TMEM221	1	TMEM221
TMEM222	1	TMEM222
TMEM223	1	TMEM223
TMEM225B	1	TMEM225B
TMEM229B	1	TMEM229B
TMEM230	1	TMEM230
TMEM233	1	TMEM233
TMEM234	1	TMEM234
TMEM237	1	TMEM237
TMEM240	1	TMEM240
TMEM241	1	TMEM241
TMEM242	1	TMEM242
TMEM243	1	TMEM243
TMEM245	1	TMEM245
TMEM248	1	TMEM248
TMEM249	1	TMEM249
TMEM25	1	TMEM25
TMEM250	1	TMEM250
TMEM253	1	TMEM253
TMEM254	1	TMEM254
TMEM254-AS1	1	TMEM254-AS1
TMEM255A	1	TMEM255A
TMEM255B	1	TMEM255B
TMEM256	1	TMEM256
TMEM258	1	TMEM258
TMEM259	1	TMEM259
TMEM26	1	TMEM26
TMEM260	1	TMEM260
TMEM265	1	TMEM265
TMEM267	1	TMEM267
TMEM268	1	TMEM268
TMEM30A	1	TMEM30A
TMEM30A-DT	1	LOC100506804
TMEM30B	1	TMEM30B
TMEM33	1	TMEM33
TMEM35A	1	TMEM35A
TMEM35B	1	TMEM35B
TMEM37	1	TMEM37
TMEM38A	1	TMEM38A
TMEM38B	1	TMEM38B
TMEM39A	1	TMEM39A
TMEM39B	1	TMEM39B
TMEM41A	1	TMEM41A
TMEM41B	1	TMEM41B
TMEM42	1	TMEM42
TMEM44	1	TMEM44
TMEM44-AS1	1	TMEM44-AS1
TMEM45A	1	TMEM45A
TMEM47	1	TMEM47
TMEM50A	1	TMEM50A
TMEM50B	1	TMEM50B
TMEM51	1	TMEM51
TMEM53	1	TMEM53
TMEM54	1	TMEM54
TMEM59	1	TMEM59
TMEM59L	1	TMEM59L
TMEM60	1	TMEM60
TMEM62	1	TMEM62
TMEM63A	1	TMEM63A
TMEM63B	1	TMEM63B
TMEM64	1	TMEM64
TMEM65	1	TMEM65
TMEM67	1	TMEM67
TMEM68	1	TMEM68
TMEM69	1	TMEM69
TMEM70	1	TMEM70
TMEM74	1	TMEM74
TMEM79	1	TMEM79
TMEM80	1	TMEM80
TMEM81	1	TMEM81
TMEM86A	1	TMEM86A
TMEM86B	1	TMEM86B
TMEM87A	1	TMEM87A
TMEM87B	1	TMEM87B
TMEM88	1	TMEM88
TMEM9	1	TMEM9
TMEM91	1	TMEM91
TMEM92	1	TMEM92
TMEM92-AS1	1	TMEM92-AS1
TMEM94	1	TMEM94
TMEM97	1	TMEM97
TMEM98	1	TMEM98
TMEM9B	1	TMEM9B
TMEM9B-AS1	1	TMEM9B-AS1
TMF1	1	TMF1
TMLHE	1	TMLHE
TMOD1	1	TMOD1
TMOD2	1	TMOD2
TMOD3	1	TMOD3
TMOD4	1	TMOD4
TMPO	1	TMPO
TMPO-AS1	1	TMPO-AS1
TMPPE	1	TMPPE
TMPRSS5	1	TMPRSS5
TMSB10	1	TMSB10
TMSB15A	1	TMSB15A
TMSB15B	1	TMSB15B
TMSB15B-AS1	1	TMSB15B-AS1
TMSB4X	1	TMSB4X
TMSB4Y	1	TMSB4Y
TMTC1	1	TMTC1
TMTC2	1	TMTC2
TMTC3	1	TMTC3
TMTC4	1	TMTC4
TMUB1	1	TMUB1
TMUB2	1	TMUB2
